week_start,split,StockCode,primary_units,deduplicated_units,same_week_reversal_units,training_p99_capped_units
2011-03-21,validation,71459,232,232,232,232
2011-03-21,validation,84077,144,144,144,144
2011-03-21,validation,84270,0,0,0,0
2011-03-21,validation,84347,0,0,0,0
2011-03-21,validation,84568,81,81,81,81
2011-03-21,validation,84598,2,2,2,2
2011-03-21,validation,84755,264,264,264,264
2011-03-21,validation,84879,351,351,351,351
2011-03-21,validation,84946,367,367,367,367
2011-03-21,validation,84991,167,166,167,167
2011-03-21,validation,84992,39,39,39,39
2011-03-21,validation,85099B,1348,1348,1348,1248
2011-03-21,validation,85099C,437,437,437,437
2011-03-21,validation,85099F,666,666,666,666
2011-03-21,validation,85123A,353,353,353,353
2011-03-28,validation,15036,1229,1229,1229,1229
2011-03-28,validation,16014,0,0,0,0
2011-03-28,validation,17003,769,769,769,769
2011-03-28,validation,20725,517,517,517,517
2011-03-28,validation,21212,497,497,497,497
2011-03-28,validation,21213,204,204,204,204
2011-03-28,validation,21232,248,248,248,248
2011-03-28,validation,21977,338,338,338,338
2011-03-28,validation,21980,185,184,185,185
2011-03-28,validation,21982,197,196,197,197
2011-03-28,validation,21984,52,51,52,52
2011-03-28,validation,22086,3,3,3,3
2011-03-28,validation,22178,916,916,916,760
2011-03-28,validation,22197,1018,1018,1018,885
2011-03-28,validation,22386,375,375,375,375
2011-03-28,validation,71459,148,148,148,148
2011-03-28,validation,84077,3216,3216,3216,3216
2011-03-28,validation,84270,0,0,0,0
2011-03-28,validation,84347,3,3,3,3
2011-03-28,validation,84568,1740,1740,1740,1740
2011-03-28,validation,84598,288,288,288,288
2011-03-28,validation,84755,150,150,150,150
2011-03-28,validation,84879,401,401,401,401
2011-03-28,validation,84946,161,161,161,161
2011-03-28,validation,84991,448,447,448,448
2011-03-28,validation,84992,225,224,225,225
2011-03-28,validation,85099B,993,993,993,982
2011-03-28,validation,85099C,357,357,357,357
2011-03-28,validation,85099F,522,522,522,522
2011-03-28,validation,85123A,570,570,570,570
2011-04-04,validation,15036,111,111,111,111
2011-04-04,validation,16014,0,0,0,0
2011-04-04,validation,17003,146,146,146,146
2011-04-04,validation,20725,187,187,187,187
2011-04-04,validation,21212,597,595,573,597
2011-04-04,validation,21213,184,184,184,184
2011-04-04,validation,21232,128,128,128,128
2011-04-04,validation,21977,159,158,159,159
2011-04-04,validation,21980,72,72,72,72
2011-04-04,validation,21982,948,516,948,948
2011-04-04,validation,21984,36,36,36,36
2011-04-04,validation,22086,9,8,9,9
2011-04-04,validation,22178,469,469,457,469
2011-04-04,validation,22197,416,416,416,416
2011-04-04,validation,22386,105,105,105,105
2011-04-04,validation,71459,816,816,816,816
2011-04-04,validation,84077,392,392,392,392
2011-04-04,validation,84270,0,0,0,0
2011-04-04,validation,84347,0,0,0,0
2011-04-04,validation,84568,30,30,30,30
2011-04-04,validation,84598,13,13,13,13
2011-04-04,validation,84755,236,236,220,236
2011-04-04,validation,84879,753,753,753,753
2011-04-04,validation,84946,196,196,196,196
2011-04-04,validation,84991,223,221,223,223
2011-04-04,validation,84992,128,128,128,128
2011-04-04,validation,85099B,725,725,725,725
2011-04-04,validation,85099C,78,78,78,78
2011-04-04,validation,85099F,166,165,166,166
2011-04-04,validation,85123A,374,374,374,374
2011-04-11,validation,15036,864,864,864,864
2011-04-11,validation,16014,10,10,10,10
2011-04-11,validation,17003,73,73,73,73
2011-04-11,validation,20725,275,275,275,275
2011-04-11,validation,21212,552,550,552,552
2011-04-11,validation,21213,339,339,339,339
2011-04-11,validation,21232,142,142,142,142
2011-04-11,validation,21977,727,727,727,727
2011-04-11,validation,21980,98,98,98,98
2011-04-11,validation,21982,66,66,66,66
2011-04-11,validation,21984,0,0,0,0
2011-04-11,validation,22086,0,0,0,0
2011-04-11,validation,22178,626,626,626,626
2011-04-11,validation,22197,748,748,748,652
2011-04-11,validation,22386,119,119,119,119
2011-04-11,validation,71459,408,408,408,408
2011-04-11,validation,84077,2352,2352,2352,2352
2011-04-11,validation,84270,0,0,0,0
2011-04-11,validation,84347,0,0,0,0
2011-04-11,validation,84568,288,288,288,288
2011-04-11,validation,84598,0,0,0,0
2011-04-11,validation,84755,632,632,632,632
2011-04-11,validation,84879,815,815,815,815
2011-04-11,validation,84946,240,240,240,240
2011-04-11,validation,84991,453,451,453,453
2011-04-11,validation,84992,55,55,55,55
2011-04-11,validation,85099B,606,606,606,606
2011-04-11,validation,85099C,178,178,178,178
2011-04-11,validation,85099F,166,166,166,166
2011-04-11,validation,85123A,468,468,468,468
2011-04-18,validation,15036,174,174,174,174
2011-04-18,validation,16014,3,3,3,3
2011-04-18,validation,17003,11,11,11,11
2011-04-18,validation,20725,318,318,318,318
2011-04-18,validation,21212,1349,1349,1349,629
2011-04-18,validation,21213,1023,1023,1023,543
2011-04-18,validation,21232,139,139,139,139
2011-04-18,validation,21977,1249,1249,1249,649
2011-04-18,validation,21980,72,72,72,72
2011-04-18,validation,21982,26,26,26,26
2011-04-18,validation,21984,25,25,25,25
2011-04-18,validation,22086,1,1,1,1
2011-04-18,validation,22178,645,645,645,567
2011-04-18,validation,22197,220,220,220,220
2011-04-18,validation,22386,155,155,155,155
2011-04-18,validation,71459,262,262,262,262
2011-04-18,validation,84077,1351,1351,1351,1351
2011-04-18,validation,84270,0,0,0,0
2011-04-18,validation,84347,6,6,6,6
2011-04-18,validation,84568,36,36,36,36
2011-04-18,validation,84598,35,35,35,35
2011-04-18,validation,84755,604,604,604,604
2011-04-18,validation,84879,540,540,540,540
2011-04-18,validation,84946,259,259,259,259
2011-04-18,validation,84991,1182,1182,1182,462
2011-04-18,validation,84992,562,561,562,322
2011-04-18,validation,85099B,519,519,519,519
2011-04-18,validation,85099C,147,147,147,147
2011-04-18,validation,85099F,6,6,6,6
2011-04-18,validation,85123A,2422,2422,2422,620
2011-04-25,validation,15036,793,793,793,793
2011-04-25,validation,16014,10,10,10,10
2011-04-25,validation,17003,267,267,267,267
2011-04-25,validation,20725,154,154,154,154
2011-04-25,validation,21212,243,243,243,243
2011-04-25,validation,21213,152,152,152,152
2011-04-25,validation,21232,214,214,214,214
2011-04-25,validation,21977,183,183,183,183
2011-04-25,validation,21980,144,144,144,144
2011-04-25,validation,21982,144,144,144,144
2011-04-25,validation,21984,24,24,24,24
2011-04-25,validation,22086,0,0,0,0
2011-04-25,validation,22178,83,83,83,83
2011-04-25,validation,22197,310,310,310,310
2011-04-25,validation,22386,272,272,272,272
2011-04-25,validation,71459,233,233,233,233
2011-04-25,validation,84077,2592,2592,2592,2592
2011-04-25,validation,84270,0,0,0,0
2011-04-25,validation,84347,0,0,0,0
2011-04-25,validation,84568,0,0,0,0
2011-04-25,validation,84598,0,0,0,0
2011-04-25,validation,84755,298,298,298,298
2011-04-25,validation,84879,244,244,244,244
2011-04-25,validation,84946,161,161,161,161
2011-04-25,validation,84991,222,222,222,222
2011-04-25,validation,84992,43,43,43,43
2011-04-25,validation,85099B,375,375,375,375
2011-04-25,validation,85099C,278,278,278,278
2011-04-25,validation,85099F,100,100,100,100
2011-04-25,validation,85123A,366,366,366,366
2011-05-02,validation,15036,972,972,972,972
2011-05-02,validation,16014,2601,2601,2601,2601
2011-05-02,validation,17003,78,78,78,78
2011-05-02,validation,20725,219,219,219,219
2011-05-02,validation,21212,428,427,428,428
2011-05-02,validation,21213,266,265,266,266
2011-05-02,validation,21232,238,238,238,238
2011-05-02,validation,21977,291,291,291,291
2011-05-02,validation,21980,230,230,230,230
2011-05-02,validation,21982,84,84,84,84
2011-05-02,validation,21984,50,50,50,50
2011-05-02,validation,22086,4,4,4,4
2011-05-02,validation,22178,588,588,588,510
2011-05-02,validation,22197,372,372,372,372
2011-05-02,validation,22386,154,154,154,154
2011-05-02,validation,71459,776,776,776,776
2011-05-02,validation,84077,869,869,869,869
2011-05-02,validation,84270,0,0,0,0
2011-05-02,validation,84347,0,0,0,0
2011-05-02,validation,84568,19,19,19,19
2011-05-02,validation,84598,15,15,15,15
2011-05-02,validation,84755,792,792,792,792
2011-05-02,validation,84879,522,522,522,522
2011-05-02,validation,84946,380,380,380,380
2011-05-02,validation,84991,265,264,265,265
2011-05-02,validation,84992,183,182,183,183
2011-05-02,validation,85099B,320,320,320,320
2011-05-02,validation,85099C,248,248,248,248
2011-05-02,validation,85099F,0,0,0,0
2011-05-02,validation,85123A,1132,1132,1132,1004
2011-05-09,validation,15036,898,898,898,898
2011-05-09,validation,16014,110,110,110,110
2011-05-09,validation,17003,510,510,510,510
2011-05-09,validation,20725,470,470,470,470
2011-05-09,validation,21212,349,349,349,349
2011-05-09,validation,21213,104,104,104,104
2011-05-09,validation,21232,136,136,136,136
2011-05-09,validation,21977,448,448,448,448
2011-05-09,validation,21980,84,84,84,84
2011-05-09,validation,21982,93,93,93,93
2011-05-09,validation,21984,48,48,48,48
2011-05-09,validation,22086,13,13,13,13
2011-05-09,validation,22178,566,562,566,566
2011-05-09,validation,22197,381,375,381,381
2011-05-09,validation,22386,371,371,371,371
2011-05-09,validation,71459,580,580,580,580
2011-05-09,validation,84077,672,672,672,672
2011-05-09,validation,84270,0,0,0,0
2011-05-09,validation,84347,48,48,48,48
2011-05-09,validation,84568,308,308,308,308
2011-05-09,validation,84598,3,3,3,3
2011-05-09,validation,84755,724,724,724,724
2011-05-09,validation,84879,905,905,905,905
2011-05-09,validation,84946,242,242,242,242
2011-05-09,validation,84991,218,218,218,218
2011-05-09,validation,84992,87,86,87,87
2011-05-09,validation,85099B,1076,1076,1076,1076
2011-05-09,validation,85099C,246,246,246,246
2011-05-09,validation,85099F,428,418,428,428
2011-05-09,validation,85123A,837,837,825,837
2011-05-16,validation,15036,1031,1031,1031,1031
2011-05-16,validation,16014,0,0,0,0
2011-05-16,validation,17003,792,792,792,792
2011-05-16,validation,20725,335,335,335,335
2011-05-16,validation,21212,527,526,527,527
2011-05-16,validation,21213,34,34,34,34
2011-05-16,validation,21232,233,233,233,233
2011-05-16,validation,21977,149,149,149,149
2011-05-16,validation,21980,557,557,557,557
2011-05-16,validation,21982,555,555,555,555
2011-05-16,validation,21984,1,1,1,1
2011-05-16,validation,22086,0,0,0,0
2011-05-16,validation,22178,727,727,727,553
2011-05-16,validation,22197,1228,1226,1228,1228
2011-05-16,validation,22386,179,179,179,179
2011-05-16,validation,71459,168,168,168,168
2011-05-16,validation,84077,960,960,960,960
2011-05-16,validation,84270,0,0,0,0
2011-05-16,validation,84347,0,0,0,0
2011-05-16,validation,84568,288,288,288,288
2011-05-16,validation,84598,0,0,0,0
2011-05-16,validation,84755,578,578,578,578
2011-05-16,validation,84879,563,563,563,563
2011-05-16,validation,84946,411,411,411,411
2011-05-16,validation,84991,208,207,208,208
2011-05-16,validation,84992,88,88,88,88
2011-05-16,validation,85099B,868,868,868,868
2011-05-16,validation,85099C,302,302,302,302
2011-05-16,validation,85099F,142,142,142,142
2011-05-16,validation,85123A,751,751,751,751
2011-05-23,validation,15036,397,397,397,397
2011-05-23,validation,16014,0,0,0,0
2011-05-23,validation,17003,793,793,793,793
2011-05-23,validation,20725,424,424,424,424
2011-05-23,validation,21212,288,288,288,288
2011-05-23,validation,21213,146,146,146,146
2011-05-23,validation,21232,126,126,126,126
2011-05-23,validation,21977,2825,2825,2825,485
2011-05-23,validation,21980,24,24,24,24
2011-05-23,validation,21982,24,24,24,24
2011-05-23,validation,21984,72,72,72,72
2011-05-23,validation,22086,0,0,0,0
2011-05-23,validation,22178,596,596,596,596
2011-05-23,validation,22197,4538,4538,4538,742
2011-05-23,validation,22386,560,556,560,460
2011-05-23,validation,71459,412,412,412,412
2011-05-23,validation,84077,480,480,480,480
2011-05-23,validation,84270,0,0,0,0
2011-05-23,validation,84347,12,12,12,12
2011-05-23,validation,84568,4,4,4,4
2011-05-23,validation,84598,20,20,20,20
2011-05-23,validation,84755,660,660,660,660
2011-05-23,validation,84879,381,381,381,381
2011-05-23,validation,84946,595,595,595,595
2011-05-23,validation,84991,133,133,133,133
2011-05-23,validation,84992,63,63,63,63
2011-05-23,validation,85099B,923,923,923,923
2011-05-23,validation,85099C,387,387,387,387
2011-05-23,validation,85099F,413,413,413,413
2011-05-23,validation,85123A,1020,1020,1020,540
2011-05-30,validation,15036,193,193,193,193
2011-05-30,validation,16014,0,0,0,0
2011-05-30,validation,17003,324,324,324,324
2011-05-30,validation,20725,171,170,171,171
2011-05-30,validation,21212,199,199,199,199
2011-05-30,validation,21213,252,252,252,252
2011-05-30,validation,21232,110,110,110,110
2011-05-30,validation,21977,15,15,15,15
2011-05-30,validation,21980,120,120,120,120
2011-05-30,validation,21982,79,79,79,79
2011-05-30,validation,21984,1,1,1,1
2011-05-30,validation,22086,0,0,0,0
2011-05-30,validation,22178,739,739,739,565
2011-05-30,validation,22197,492,492,492,492
2011-05-30,validation,22386,407,407,407,407
2011-05-30,validation,71459,176,176,176,176
2011-05-30,validation,84077,1349,1349,1349,1349
2011-05-30,validation,84270,0,0,0,0
2011-05-30,validation,84347,1,1,1,1
2011-05-30,validation,84568,297,297,297,297
2011-05-30,validation,84598,9,9,9,9
2011-05-30,validation,84755,480,480,480,480
2011-05-30,validation,84879,328,328,328,328
2011-05-30,validation,84946,269,269,269,269
2011-05-30,validation,84991,56,56,56,56
2011-05-30,validation,84992,28,28,28,28
2011-05-30,validation,85099B,261,261,261,261
2011-05-30,validation,85099C,200,200,200,200
2011-05-30,validation,85099F,403,403,403,403
2011-05-30,validation,85123A,628,628,628,414
2011-06-06,validation,15036,1562,1562,1562,1562
2011-06-06,validation,16014,20,20,20,20
2011-06-06,validation,17003,913,913,913,913
2011-06-06,validation,20725,565,564,565,565
2011-06-06,validation,21212,427,427,427,427
2011-06-06,validation,21213,130,130,130,130
2011-06-06,validation,21232,171,171,171,171
2011-06-06,validation,21977,313,313,313,313
2011-06-06,validation,21980,0,0,0,0
2011-06-06,validation,21982,30,30,30,30
2011-06-06,validation,21984,12,12,12,12
2011-06-06,validation,22086,2,2,2,2
2011-06-06,validation,22178,543,543,543,543
2011-06-06,validation,22197,374,374,374,374
2011-06-06,validation,22386,408,398,408,408
2011-06-06,validation,71459,164,164,164,164
2011-06-06,validation,84077,432,432,432,432
2011-06-06,validation,84270,0,0,0,0
2011-06-06,validation,84347,0,0,0,0
2011-06-06,validation,84568,288,288,288,288
2011-06-06,validation,84598,0,0,0,0
2011-06-06,validation,84755,460,460,460,460
2011-06-06,validation,84879,292,292,292,292
2011-06-06,validation,84946,576,576,576,504
2011-06-06,validation,84991,90,90,90,90
2011-06-06,validation,84992,90,90,90,90
2011-06-06,validation,85099B,773,773,773,773
2011-06-06,validation,85099C,141,141,141,141
2011-06-06,validation,85099F,423,422,423,423
2011-06-06,validation,85123A,351,351,351,351
2011-06-13,validation,15036,973,973,973,973
2011-06-13,validation,16014,12,12,12,12
2011-06-13,validation,17003,837,837,837,837
2011-06-13,validation,20725,186,185,186,186
2011-06-13,validation,21212,424,424,424,424
2011-06-13,validation,21213,239,239,239,239
2011-06-13,validation,21232,74,74,74,74
2011-06-13,validation,21977,207,207,207,207
2011-06-13,validation,21980,52,52,52,52
2011-06-13,validation,21982,52,52,52,52
2011-06-13,validation,21984,88,88,88,88
2011-06-13,validation,22086,1,1,1,1
2011-06-13,validation,22178,276,276,276,276
2011-06-13,validation,22197,408,408,408,408
2011-06-13,validation,22386,233,233,233,233
2011-06-13,validation,71459,422,422,422,422
2011-06-13,validation,84077,145,145,145,145
2011-06-13,validation,84270,0,0,0,0
2011-06-13,validation,84347,2,2,2,2
2011-06-13,validation,84568,13,13,13,13
2011-06-13,validation,84598,24,24,24,24
2011-06-13,validation,84755,624,624,624,624
2011-06-13,validation,84879,270,270,270,270
2011-06-13,validation,84946,294,294,294,294
2011-06-13,validation,84991,160,160,160,160
2011-06-13,validation,84992,49,49,49,49
2011-06-13,validation,85099B,829,829,829,829
2011-06-13,validation,85099C,265,265,265,265
2011-06-13,validation,85099F,224,224,224,224
2011-06-13,validation,85123A,389,389,389,389
2011-06-20,validation,15036,145,145,145,145
2011-06-20,validation,16014,0,0,0,0
2011-06-20,validation,17003,864,864,864,864
2011-06-20,validation,20725,218,218,218,218
2011-06-20,validation,21212,109,109,109,109
2011-06-20,validation,21213,236,235,236,236
2011-06-20,validation,21232,117,109,117,117
2011-06-20,validation,21977,497,497,497,437
2011-06-20,validation,21980,58,58,58,58
2011-06-20,validation,21982,10,10,10,10
2011-06-20,validation,21984,30,18,30,30
2011-06-20,validation,22086,6,6,6,6
2011-06-20,validation,22178,110,110,110,110
2011-06-20,validation,22197,333,333,333,333
2011-06-20,validation,22386,551,551,551,451
2011-06-20,validation,71459,400,400,328,400
2011-06-20,validation,84077,385,385,385,385
2011-06-20,validation,84270,0,0,0,0
2011-06-20,validation,84347,1,1,1,1
2011-06-20,validation,84568,40,40,40,40
2011-06-20,validation,84598,0,0,0,0
2011-06-20,validation,84755,180,180,180,180
2011-06-20,validation,84879,262,262,262,262
2011-06-20,validation,84946,156,156,156,156
2011-06-20,validation,84991,94,94,94,94
2011-06-20,validation,84992,66,66,66,66
2011-06-20,validation,85099B,791,791,791,691
2011-06-20,validation,85099C,83,83,83,83
2011-06-20,validation,85099F,605,604,605,405
2011-06-20,validation,85123A,224,224,224,224
2011-06-27,test,15036,131,131,131,131
2011-06-27,test,16014,0,0,0,0
2011-06-27,test,17003,88,88,88,88
2011-06-27,test,20725,183,183,183,183
2011-06-27,test,21212,123,123,123,123
2011-06-27,test,21213,101,101,101,101
2011-06-27,test,21232,104,104,104,104
2011-06-27,test,21977,136,136,136,136
2011-06-27,test,21980,6,6,6,6
2011-06-27,test,21982,12,12,12,12
2011-06-27,test,21984,36,36,36,36
2011-06-27,test,22086,365,365,365,165
2011-06-27,test,22178,349,349,349,271
2011-06-27,test,22197,394,394,394,394
2011-06-27,test,22386,356,356,356,356
2011-06-27,test,71459,216,216,216,216
2011-06-27,test,84077,243,243,243,243
2011-06-27,test,84270,0,0,0,0
2011-06-27,test,84347,3,3,3,3
2011-06-27,test,84568,288,288,288,288
2011-06-27,test,84598,0,0,0,0
2011-06-27,test,84755,360,360,360,360
2011-06-27,test,84879,276,276,276,276
2011-06-27,test,84946,372,372,372,300
2011-06-27,test,84991,65,65,65,65
2011-06-27,test,84992,0,0,0,0
2011-06-27,test,85099B,595,595,595,595
2011-06-27,test,85099C,181,181,181,181
2011-06-27,test,85099F,251,251,251,251
2011-06-27,test,85123A,252,252,252,252
2011-07-04,test,15036,1938,1938,1938,1338
2011-07-04,test,16014,20,20,20,20
2011-07-04,test,17003,318,318,318,318
2011-07-04,test,20725,293,293,293,293
2011-07-04,test,21212,1075,1072,1075,835
2011-07-04,test,21213,537,537,537,537
2011-07-04,test,21232,65,65,65,65
2011-07-04,test,21977,93,93,93,93
2011-07-04,test,21980,85,85,85,85
2011-07-04,test,21982,24,24,24,24
2011-07-04,test,21984,80,80,80,80
2011-07-04,test,22086,18,18,18,18
2011-07-04,test,22178,590,590,590,590
2011-07-04,test,22197,621,621,621,621
2011-07-04,test,22386,444,444,444,444
2011-07-04,test,71459,382,382,382,382
2011-07-04,test,84077,485,485,485,485
2011-07-04,test,84270,0,0,0,0
2011-07-04,test,84347,120,120,120,120
2011-07-04,test,84568,8,8,8,8
2011-07-04,test,84598,10,10,10,10
2011-07-04,test,84755,480,480,480,480
2011-07-04,test,84879,444,444,444,444
2011-07-04,test,84946,463,463,463,463
2011-07-04,test,84991,621,621,621,381
2011-07-04,test,84992,1537,1537,1537,337
2011-07-04,test,85099B,1324,1324,1324,1224
2011-07-04,test,85099C,324,324,324,324
2011-07-04,test,85099F,513,513,513,513
2011-07-04,test,85123A,258,258,258,258
2011-07-11,test,15036,328,328,328,328
2011-07-11,test,16014,0,0,0,0
2011-07-11,test,17003,1012,1012,1012,1012
2011-07-11,test,20725,201,201,201,201
2011-07-11,test,21212,205,205,205,205
2011-07-11,test,21213,206,206,206,206
2011-07-11,test,21232,121,121,121,121
2011-07-11,test,21977,118,118,118,118
2011-07-11,test,21980,41,41,41,41
2011-07-11,test,21982,7,7,7,7
2011-07-11,test,21984,26,26,26,26
2011-07-11,test,22086,10,10,4,10
2011-07-11,test,22178,154,154,154,154
2011-07-11,test,22197,105,105,105,105
2011-07-11,test,22386,315,315,315,315
2011-07-11,test,71459,376,376,376,376
2011-07-11,test,84077,1056,1056,1056,1056
2011-07-11,test,84270,0,0,0,0
2011-07-11,test,84347,0,0,0,0
2011-07-11,test,84568,583,583,583,583
2011-07-11,test,84598,0,0,0,0
2011-07-11,test,84755,324,324,324,324
2011-07-11,test,84879,362,362,362,362
2011-07-11,test,84946,96,96,96,96
2011-07-11,test,84991,85,85,85,85
2011-07-11,test,84992,55,55,55,55
2011-07-11,test,85099B,411,411,411,411
2011-07-11,test,85099C,93,93,93,93
2011-07-11,test,85099F,29,29,29,29
2011-07-11,test,85123A,1169,1169,1169,785
2011-07-18,test,15036,510,510,510,510
2011-07-18,test,16014,0,0,0,0
2011-07-18,test,17003,289,289,289,289
2011-07-18,test,20725,415,415,315,415
2011-07-18,test,21212,311,311,311,311
2011-07-18,test,21213,160,160,160,160
2011-07-18,test,21232,141,141,141,141
2011-07-18,test,21977,1331,1331,1331,851
2011-07-18,test,21980,121,121,121,121
2011-07-18,test,21982,153,153,153,153
2011-07-18,test,21984,31,31,31,31
2011-07-18,test,22086,14,14,14,14
2011-07-18,test,22178,496,496,496,470
2011-07-18,test,22197,609,609,609,609
2011-07-18,test,22386,287,287,287,287
2011-07-18,test,71459,236,236,236,236
2011-07-18,test,84077,630,630,630,630
2011-07-18,test,84270,0,0,0,0
2011-07-18,test,84347,1,1,1,1
2011-07-18,test,84568,44,44,44,44
2011-07-18,test,84598,4,4,4,4
2011-07-18,test,84755,472,472,472,472
2011-07-18,test,84879,511,511,511,511
2011-07-18,test,84946,507,507,507,363
2011-07-18,test,84991,124,124,124,124
2011-07-18,test,84992,157,157,157,157
2011-07-18,test,85099B,712,712,712,712
2011-07-18,test,85099C,210,210,210,210
2011-07-18,test,85099F,120,120,120,120
2011-07-18,test,85123A,687,684,687,687
2011-07-25,test,15036,638,638,638,638
2011-07-25,test,16014,0,0,0,0
2011-07-25,test,17003,149,149,149,149
2011-07-25,test,20725,345,345,345,345
2011-07-25,test,21212,531,531,531,531
2011-07-25,test,21213,207,207,207,207
2011-07-25,test,21232,95,95,95,95
2011-07-25,test,21977,406,406,406,406
2011-07-25,test,21980,97,97,97,97
2011-07-25,test,21982,62,62,62,62
2011-07-25,test,21984,37,37,37,37
2011-07-25,test,22086,167,167,167,167
2011-07-25,test,22178,236,236,236,236
2011-07-25,test,22197,388,388,388,388
2011-07-25,test,22386,403,403,403,403
2011-07-25,test,71459,96,96,96,96
2011-07-25,test,84077,727,727,679,727
2011-07-25,test,84270,0,0,0,0
2011-07-25,test,84347,6,6,6,6
2011-07-25,test,84568,4384,2944,4384,4384
2011-07-25,test,84598,22,22,22,22
2011-07-25,test,84755,306,306,306,306
2011-07-25,test,84879,400,392,400,400
2011-07-25,test,84946,159,159,159,159
2011-07-25,test,84991,234,234,234,234
2011-07-25,test,84992,12,12,12,12
2011-07-25,test,85099B,540,540,540,540
2011-07-25,test,85099C,164,164,164,164
2011-07-25,test,85099F,434,433,434,434
2011-07-25,test,85123A,756,756,756,404
2011-08-01,test,15036,223,223,223,223
2011-08-01,test,16014,0,0,0,0
2011-08-01,test,17003,146,110,146,146
2011-08-01,test,20725,583,582,583,533
2011-08-01,test,21212,301,301,301,301
2011-08-01,test,21213,121,121,121,121
2011-08-01,test,21232,141,141,141,141
2011-08-01,test,21977,223,223,223,223
2011-08-01,test,21980,9,9,9,9
2011-08-01,test,21982,87,83,87,87
2011-08-01,test,21984,28,28,28,28
2011-08-01,test,22086,155,155,155,155
2011-08-01,test,22178,800,800,800,722
2011-08-01,test,22197,2178,2178,2178,782
2011-08-01,test,22386,362,362,362,362
2011-08-01,test,71459,264,264,264,264
2011-08-01,test,84077,98,98,98,98
2011-08-01,test,84270,0,0,0,0
2011-08-01,test,84347,12,12,12,12
2011-08-01,test,84568,52,52,52,52
2011-08-01,test,84598,36,36,36,36
2011-08-01,test,84755,228,228,228,228
2011-08-01,test,84879,3792,3792,3792,1152
2011-08-01,test,84946,577,577,577,433
2011-08-01,test,84991,200,197,200,200
2011-08-01,test,84992,249,249,249,249
2011-08-01,test,85099B,1026,1026,1026,926
2011-08-01,test,85099C,264,264,264,264
2011-08-01,test,85099F,537,537,537,537
2011-08-01,test,85123A,423,423,423,423
2011-08-08,test,15036,268,268,268,268
2011-08-08,test,16014,10,10,10,10
2011-08-08,test,17003,144,144,144,144
2011-08-08,test,20725,575,575,575,575
2011-08-08,test,21212,263,263,263,263
2011-08-08,test,21213,64,64,64,64
2011-08-08,test,21232,119,119,119,119
2011-08-08,test,21977,224,224,224,224
2011-08-08,test,21980,38,38,38,38
2011-08-08,test,21982,53,53,53,53
2011-08-08,test,21984,60,60,60,60
2011-08-08,test,22086,22,22,22,22
2011-08-08,test,22178,308,308,308,308
2011-08-08,test,22197,1663,1663,1663,1471
2011-08-08,test,22386,361,361,361,361
2011-08-08,test,71459,176,176,176,176
2011-08-08,test,84077,577,577,577,577
2011-08-08,test,84270,0,0,0,0
2011-08-08,test,84347,0,0,0,0
2011-08-08,test,84568,35,35,35,35
2011-08-08,test,84598,21,21,21,21
2011-08-08,test,84755,544,544,544,544
2011-08-08,test,84879,1315,1315,1315,587
2011-08-08,test,84946,163,163,163,163
2011-08-08,test,84991,316,316,316,316
2011-08-08,test,84992,83,83,83,83
2011-08-08,test,85099B,1123,1123,1123,1023
2011-08-08,test,85099C,252,252,252,252
2011-08-08,test,85099F,310,300,310,310
2011-08-08,test,85123A,390,390,390,390
2011-08-15,test,15036,60,60,60,60
2011-08-15,test,16014,1,1,1,1
2011-08-15,test,17003,78,78,78,78
2011-08-15,test,20725,373,372,373,373
2011-08-15,test,21212,1554,1554,1554,594
2011-08-15,test,21213,804,804,804,564
2011-08-15,test,21232,76,76,76,76
2011-08-15,test,21977,807,806,807,447
2011-08-15,test,21980,88,88,88,88
2011-08-15,test,21982,79,79,79,79
2011-08-15,test,21984,62,62,62,62
2011-08-15,test,22086,24,22,24,24
2011-08-15,test,22178,294,288,294,294
2011-08-15,test,22197,446,446,446,446
2011-08-15,test,22386,366,366,366,366
2011-08-15,test,71459,120,120,120,120
2011-08-15,test,84077,432,432,432,432
2011-08-15,test,84270,0,0,0,0
2011-08-15,test,84347,17,17,17,17
2011-08-15,test,84568,0,0,0,0
2011-08-15,test,84598,0,0,0,0
2011-08-15,test,84755,204,204,204,204
2011-08-15,test,84879,556,548,556,556
2011-08-15,test,84946,540,540,540,396
2011-08-15,test,84991,552,552,552,312
2011-08-15,test,84992,89,89,89,89
2011-08-15,test,85099B,976,976,976,976
2011-08-15,test,85099C,113,113,113,113
2011-08-15,test,85099F,328,328,328,328
2011-08-15,test,85123A,264,264,264,264
2011-08-22,test,15036,60,60,60,60
2011-08-22,test,16014,2034,2034,2034,2034
2011-08-22,test,17003,940,940,940,940
2011-08-22,test,20725,281,281,281,281
2011-08-22,test,21212,244,243,244,244
2011-08-22,test,21213,159,159,159,159
2011-08-22,test,21232,101,101,101,101
2011-08-22,test,21977,828,828,828,588
2011-08-22,test,21980,5,4,5,5
2011-08-22,test,21982,113,113,113,113
2011-08-22,test,21984,54,54,54,54
2011-08-22,test,22086,28,28,28,28
2011-08-22,test,22178,396,396,396,396
2011-08-22,test,22197,784,784,784,688
2011-08-22,test,22386,609,609,609,609
2011-08-22,test,71459,120,120,120,120
2011-08-22,test,84077,960,960,960,960
2011-08-22,test,84270,0,0,0,0
2011-08-22,test,84347,18,18,18,18
2011-08-22,test,84568,0,0,0,0
2011-08-22,test,84598,0,0,0,0
